title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Really like this carrier,Comfortable for long carries. Gave 4 stars because the color I received looked slightly different from the website photo. Still looks nice though.,4,2023-06-23 00:00:00 UTC,Riley Bailey,rbailey514@aol.com,,nestli-embrace-sling-carrier,,
Good for newborns,Solid product. The strap is wide and comfortable. I gave 4 stars because I wish the setup instructions were a bit clearer with pictures. But the carrier itself is great.,4,2024-04-16 00:00:00 UTC,Nova Jenkins,jenkins.n@live.com,,nestli-embrace-sling-carrier,,
My newborn loves it,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2023-05-25 00:00:00 UTC,Emilia Young,emiliayoung809@aol.com,,nestli-embrace-sling-carrier,,
"Fits perfectly, baby loves it",Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2024-03-20 00:00:00 UTC,Jennifer Anderson,andersonj@msn.com,,nestli-embrace-sling-carrier,,
So easy to use,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2024-07-05 00:00:00 UTC,Elizabeth Cruz,cruz_e457@icloud.com,,nestli-embrace-sling-carrier,,
Finally sleeping again,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2024-03-06 00:00:00 UTC,Evelyn Powell,powell_e@hotmail.com,,nestli-embrace-sling-carrier,,
Never taking this off,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2023-03-30 00:00:00 UTC,Jasmine Howard,jasmine.howard942@aol.com,,nestli-embrace-sling-carrier,,
5 stars isn't enough,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2023-05-03 00:00:00 UTC,Brooklyn White,brooklyn212@yahoo.com,,nestli-embrace-sling-carrier,,
Lightweight and perfect,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2024-09-08 00:00:00 UTC,Lucy King,kingl884@msn.com,,nestli-embrace-sling-carrier,,
Good for newborns,Works well and baby loves it. The ring is a bit stiff at first so adjusting takes some force until it breaks in. After a week it was perfect.,4,2023-10-13 00:00:00 UTC,Abigail Robinson,robinsona@msn.com,,nestli-embrace-sling-carrier,,
Worth every single penny,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2024-01-22 00:00:00 UTC,Mila Bailey,baileym439@yahoo.com,,nestli-embrace-sling-carrier,,
Recommend for most moms,"Great quality, soft fabric, baby seems comfy. Docking one star because mine arrived with a small mark on the fabric. Customer service sorted it quickly though.",4,2023-10-10 00:00:00 UTC,Jose Gomez,josegomez@gmail.com,,nestli-embrace-sling-carrier,,
Worth every single penny,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2024-06-11 00:00:00 UTC,Kaylee Hughes,khughes718@outlook.com,,nestli-embrace-sling-carrier,,
My newborn loves it,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2024-06-15 00:00:00 UTC,Kinsley Thomas,kthomas@yahoo.com,,nestli-embrace-sling-carrier,,
Genuinely life changing,Brought this to a family reunion. Every aunt and uncle took a turn. Nobody could believe how easy it was to put on. Orders came in from 3 family members.,5,2025-04-20 00:00:00 UTC,Ava Hall,ava@outlook.com,,nestli-embrace-sling-carrier,,
Should have bought this from day one,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2024-03-11 00:00:00 UTC,Maya Ramirez,mramirez@icloud.com,,nestli-embrace-sling-carrier,,
Lightweight and perfect,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2024-02-20 00:00:00 UTC,Anna Jenkins,jenkins.a@hotmail.com,,nestli-embrace-sling-carrier,,
Absolute game changer!,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2023-08-11 00:00:00 UTC,Riley Collins,rileycollins249@gmail.com,,nestli-embrace-sling-carrier,,
Bought 2 — one for grandma too,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2023-11-30 00:00:00 UTC,Kevin Clark,clark_k824@hotmail.com,,nestli-embrace-sling-carrier,,
Grocery store hero,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2023-12-12 00:00:00 UTC,Timothy James,timothy@gmail.com,,nestli-embrace-sling-carrier,,
"Returned 3 carriers, kept this one",My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2023-03-31 00:00:00 UTC,Gregory Rogers,rogers.g@msn.com,,nestli-embrace-sling-carrier,,
Hands free finally!!!,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2025-01-23 00:00:00 UTC,Valentina Flores,flores_v@live.com,,nestli-embrace-sling-carrier,,
Good but takes practice,"Great carrier, my daughter loves it. Took off one star because the instructions could be more detailed. Overall very happy with the purchase.",4,2023-02-08 00:00:00 UTC,Genesis Thompson,genesis_thompson620@aol.com,,nestli-embrace-sling-carrier,,
She stopped crying the second I put it on,My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2025-09-26 00:00:00 UTC,Zoey Ortiz,zortiz888@live.com,,nestli-embrace-sling-carrier,,
Love it with minor learning curve,Really like this carrier. My husband found it slightly tricky to adjust at first but now he uses it on his own. Baby falls asleep in it often.,4,2024-10-20 00:00:00 UTC,Michael Rivera,mrivera361@aol.com,,nestli-embrace-sling-carrier,,
5 stars isn't enough,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2025-05-24 00:00:00 UTC,Anna Long,anna@yahoo.com,,nestli-embrace-sling-carrier,,
Would recommend with small caveat,"Great quality, soft fabric, baby seems comfy. Docking one star because mine arrived with a small mark on the fabric. Customer service sorted it quickly though.",4,2023-07-14 00:00:00 UTC,Cora Barnes,cora@yahoo.com,,nestli-embrace-sling-carrier,,
She stopped crying the second I put it on,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2025-07-28 00:00:00 UTC,Gianna Gray,gianna@icloud.com,,nestli-embrace-sling-carrier,,
My baby only sleeps in this now,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2025-03-23 00:00:00 UTC,John Flores,johnflores243@live.com,,nestli-embrace-sling-carrier,,
Baby falls asleep in minutes,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2024-11-01 00:00:00 UTC,Sofia Hall,sofia_hall578@outlook.com,,nestli-embrace-sling-carrier,,
Wish I had this with my first,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2023-03-22 00:00:00 UTC,Ella Scott,ella.scott@gmail.com,,nestli-embrace-sling-carrier,,
My baby only sleeps in this now,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2023-01-20 00:00:00 UTC,Amanda Campbell,campbella@live.com,,nestli-embrace-sling-carrier,,
"Easy to put on, baby loves it",Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2024-03-30 00:00:00 UTC,Alice Martinez,alice605@outlook.com,,nestli-embrace-sling-carrier,,
Carrier of the year,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2024-08-06 00:00:00 UTC,Lydia Taylor,lydia_taylor@live.com,,nestli-embrace-sling-carrier,,
My pediatrician approved it,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2023-05-01 00:00:00 UTC,Stephanie Sullivan,ssullivan186@outlook.com,,nestli-embrace-sling-carrier,,
"Good quality, learning curve",Really like this carrier. My husband found it slightly tricky to adjust at first but now he uses it on his own. Baby falls asleep in it often.,4,2023-09-21 00:00:00 UTC,Josephine Stewart,josephine@msn.com,,nestli-embrace-sling-carrier,,
Perfection,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2023-03-26 00:00:00 UTC,Ariana Collins,arianacollins778@live.com,,nestli-embrace-sling-carrier,,
Bought 2 — one for grandma too,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2023-05-18 00:00:00 UTC,Hazel Evans,hevans@icloud.com,,nestli-embrace-sling-carrier,,
Perfection,"Been using this for 14 months. Not a single seam has come loose, not a single stitch has broken. This thing is built to last.",5,2024-11-25 00:00:00 UTC,Hazel Scott,hazel229@live.com,,nestli-embrace-sling-carrier,,
Solid carrier overall,Really great carrier overall. Took me about 3 tries to get the fit right but once I figured it out I love it. Baby seems comfortable and I have both hands free.,4,2024-02-03 00:00:00 UTC,Brian Morales,brian_morales679@outlook.com,,nestli-embrace-sling-carrier,,
Bought 2 — one for grandma too,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2025-02-05 00:00:00 UTC,Jennifer Hernandez,jennifer_hernandez@icloud.com,,nestli-embrace-sling-carrier,,
My husband uses it more than me,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2023-01-14 00:00:00 UTC,Lauren Hernandez,hernandezl145@gmail.com,,nestli-embrace-sling-carrier,,
Perfect for our lifestyle,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2023-11-03 00:00:00 UTC,Julia Jackson,julia.jackson@msn.com,,nestli-embrace-sling-carrier,,
Solid carrier overall,Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2023-03-22 00:00:00 UTC,Steven Anderson,anderson_s381@outlook.com,,nestli-embrace-sling-carrier,,
Every mom needs this,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2023-11-10 00:00:00 UTC,Justin Sanders,justin_sanders177@live.com,,nestli-embrace-sling-carrier,,
Cooking with baby — done!,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2024-04-12 00:00:00 UTC,Ava Evans,ava_evans@msn.com,,nestli-embrace-sling-carrier,,
Cried happy tears when I tried it,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2023-08-30 00:00:00 UTC,Josephine Harris,harris_j849@icloud.com,,nestli-embrace-sling-carrier,,
Cooking with baby — done!,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2024-06-04 00:00:00 UTC,Kinsley Moore,moore_k@msn.com,,nestli-embrace-sling-carrier,,
My go-to carrier for everything,I was nervous about ring slings but the setup guide was so clear. Had it on correctly the first try. Baby was happy immediately.,5,2023-04-09 00:00:00 UTC,Kimberly Thomas,thomas_k54@live.com,,nestli-embrace-sling-carrier,,
Amazing quality,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2023-06-24 00:00:00 UTC,Jeffrey Walker,jeffrey_walker3@outlook.com,,nestli-embrace-sling-carrier,,
